Gene1,Gene2
AGAP3,RAPGEFL1
AGAP3,RGS18
AGAP3,SEMA3C
AGAP3,SLC1A3
AGAP3,SLC32A1
AGAP3,TAC3
AGTRAP,APP
AGTRAP,ASGR1
AGTRAP,ASGR2
AGTRAP,EPDR1
AGTRAP,GNG11
AGTRAP,GPR56
AGTRAP,PTGDR
AGTRAP,PTPRN
AGTRAP,SLC17A9
AGTRAP,STAB1
AGTRAP,TAC3
AGTRAP,TYROBP
AIF1,CALD1
AIF1,GSN
AIF1,IFI27
AIF1,IL32
AIF1,NFAM1
AIF1,S100A8
AIF1,TNFSF4
AIF1,VIL1
AIRE,IRF7
AK4,AKR1C3
AK4,ALDH1A1
AK4,ALDH4A1
AK4,CCR10
AK4,CKM
AK4,DGKG
AK4,DYRK3
AK4,GNG11
AK4,GRK4
AK4,GZMH
AK4,MAK
AK4,MAPK8IP2
AK4,MS4A6A
AK4,MS4A7
AK4,MYLK
AK4,NT5C3A
AKR1C3,ALDH1A1
AKR1C3,ALDH4A1
AKR1C3,CCR10
AKR1C3,CYP3A5
AKR1C3,DGKG
AKR1C3,GSTA1
AKR1C3,HGD
AKR1C3,PAH
AKR1C3,PTGDS
AKR1C3,PTGR1
AKR1C3,PTGS1
ALDH1A1,ALDH4A1
ALDH1A1,ALOX12
ALDH1A1,CA2
ALDH1A1,CYP1B1
ALDH1A1,CYP27A1
ALDH1A1,CYP3A5
ALDH1A1,GSTA1
ALDH1A1,HGD
ALDH1A1,HPDL
ALDH4A1,CYP1B1
ALDH4A1,GPX1
ALDH4A1,HGD
ALDH4A1,HPDL
ALDH4A1,LDHC
ALDH4A1,NT5C3A
ALDH4A1,OPLAH
ALDH4A1,PADI2
ALDH4A1,PAH
ALDH4A1,PTGDS
ALDH4A1,PYGL
ALOX12,CYP27A1
ALOX12,CYP3A5
ALOX12,PLA2G7
ALOX12,PTGR1
ALOX12,PTGS1
ANKRD9,ARRDC5
ANKRD9,CUEDC1
ANKRD9,EHD3
ANKRD9,NEURL1B
ANPEP,MAP1A
APCDD1,AXIN2
APLP2,APP
APLP2,CD74
APLP2,HOMER3
APLP2,ITM2C
APLP2,NPTX2
APOBEC3A,CDA
APOBEC3A,DNASE1L3
APOBEC3A,NT5C3A
APP,ASGR1
APP,ASGR2
APP,C6orf25
APP,CD151
APP,CD74
APP,CD93
APP,CFP
APP,CTSA
APP,CTSS
APP,FADS2
APP,GPR56
APP,HOMER3
APP,ITM2C
APP,ITSN1
APP,NPTX2
APP,PCSK6
APP,PNMT
APP,PPBP
APP,PTPRN
APP,RAB13
APP,SLC17A9
APP,TMEM150B
APP,TMPRSS13
APP,TYROBP
AQP10,SLC17A9
AQP10,SLC32A1
AQP10,SLC4A3
AQP10,SLC8A3
ARG1,IL1RN
ARG1,ISG15
ARG1,ITSN1
ARG1,TSC22D1
ARHGAP18,ARHGAP6
ARHGAP18,ARHGEF10L
ARHGAP18,ARHGEF28
ARHGAP18,ARHGEF40
ARHGAP18,HP
ARHGAP18,RAB44
ARHGAP18,RAPGEFL1
ARHGAP18,RGS18
ARHGAP18,SH3BP5L
ARHGAP6,ARHGEF10L
ARHGAP6,ARHGEF28
ARHGAP6,ARHGEF40
ARHGAP6,CDC42EP1
ARHGAP6,DOCK5
ARHGAP6,FADS2
ARHGAP6,GGA1
ARHGAP6,GP6
ARHGAP6,GSN
ARHGAP6,HP
ARHGAP6,OPHN1
ARHGAP6,RAB13
ARHGAP6,RASGRP4
ARHGAP6,RGS18
ARHGAP6,RGS6
ARHGEF10L,ARHGEF28
ARHGEF10L,ARHGEF40
ARHGEF10L,IQSEC2
ARHGEF10L,RAB9B
ARHGEF10L,RAPGEFL1
ARHGEF10L,RASGRP4
ARHGEF10L,RGS18
ARHGEF10L,RGS6
ARHGEF28,ARHGEF40
ARHGEF28,IQSEC2
ARHGEF28,RAB9B
ARHGEF28,RAPGEFL1
ARHGEF28,RASGRP4
ARHGEF28,RGS18
ARHGEF40,DOCK5
ARHGEF40,GGA1
ARHGEF40,IQSEC2
ARHGEF40,RAB11FIP1
ARHGEF40,RAB9B
ARHGEF40,RAPGEFL1
ARHGEF40,RASGRP4
ARHGEF40,RGS18
ARHGEF40,RGS6
ARHGEF40,RUFY1
ARID3A,ASIP
ARID3A,ID1
ARID3A,ID3
ARID3A,PARD3
ARMC3,CBLN3
ARMC3,EDEM3
ARMC3,GRM7-AS1
ARMC3,HCAR1
ARMC3,HK3
ARMC3,IRX3
ARMC3,KIAA0125
ARMC3,LY6G6F
ARMC3,PRRT3-AS1
ARMC3,SLC24A3
ARMC3,TCL1A
ARNTL2,ASCL2
ARNTL2,ID1
ARNTL2,MAX
ARNTL2,MITF
ARNTL2,PER1
ARRDC5,CRISPLD2
ARRDC5,CUEDC1
ARRDC5,CYB561A3
ARRDC5,DOCK5
ARRDC5,EHD3
ARRDC5,FAM46B
ARRDC5,LGALSL
ARRDC5,LRRC3DN
ARRDC5,NEURL1B
ARRDC5,PLD4
ARRDC5,RAB44
ARRDC5,RFPL4A
ARRDC5,RNF175
ARRDC5,RNF215
ARRDC5,SLC46A2
ARRDC5,TDRD9
ARRDC5,TRIM45
ARRDC5,TRIM58
ARRDC5,TRIM74
ARSD,CHST13
ARSD,CHST8
ARSD,NDST1
ARSD,SPARC
ASCL2,HLX
ASCL2,ID1
ASCL2,ID3
ASCL2,LYL1
ASCL2,MAX
ASCL2,MYBL2
ASCL2,MYCL
ASCL2,TAL1
ASGR1,ASGR2
ASGR1,C6orf25
ASGR1,CD151
ASGR1,CD163
ASGR1,CD68
ASGR1,CHST13
ASGR1,CHST8
ASGR1,CLEC4G
ASGR1,FCGR3A
ASGR1,GGA1
ASGR1,GNG11
ASGR1,GP6
ASGR1,GP9
ASGR1,GPR56
ASGR1,ISG15
ASGR1,LGALS1
ASGR1,LGALS12
ASGR1,LGALS2
ASGR1,LGALS3
ASGR1,NDST1
ASGR1,NRG1
ASGR1,PCSK6
ASGR1,PTGDR
ASGR1,RGS18
ASGR1,RGS6
ASGR1,SCARF1
ASGR1,SERPING1
ASGR1,SIGLEC1
ASGR1,ST3GAL6
ASGR1,STAB1
ASGR1,TMPRSS13
ASGR2,CD163
ASGR2,CD68
ASGR2,CHST13
ASGR2,CHST8
ASGR2,CLEC4G
ASGR2,F2RL3
ASGR2,FCGR3A
ASGR2,GGA1
ASGR2,GNG11
ASGR2,GP6
ASGR2,GP9
ASGR2,GPR56
ASGR2,ISG15
ASGR2,ITGA2B
ASGR2,LGALS1
ASGR2,LGALS12
ASGR2,LGALS2
ASGR2,LGALS3
ASGR2,NDST1
ASGR2,NRG1
ASGR2,PTGDR
ASGR2,PVRL2
ASGR2,RGS18
ASGR2,RGS6
ASGR2,SERPING1
ASGR2,SIGLEC1
ASGR2,ST3GAL6
ASGR2,STAB1
ASGR2,TMPRSS13
ASIP,PARD3
ASMT,GSTA1
ASMT,HNMT
ASMT,SETD1A
ATOH8,TAL1
ATP6V0A1,CACNA1H
ATP6V0A1,ENTPD1
ATP6V0A1,KIF13A
ATP6V0A1,SLC17A9
ATP6V0A1,SLC8A3
AURKC,DYRK3
AURKC,ENKUR
AURKC,HCK
AURKC,ILK
AURKC,KIF13A
AURKC,KIFC3
AURKC,PSRC1
AZU1,CXCL3
AZU1,ELANE
AZU1,GZMB
AZU1,GZMH
AZU1,GZMK
AZU1,LYZ
AZU1,MPO
AZU1,PRSS57
BAIAP2-AS1,DTX2
BAIAP2-AS1,FAM212B-AS1
BAIAP2-AS1,HHIP-AS1
BAIAP2-AS1,KIAA1257
BAIAP2-AS1,LINC00936
BAIAP2-AS1,PLXNB2
BAIAP2-AS1,PRRT3-AS1
BAIAP2-AS1,SAT1
BAIAP2-AS1,SLC24A3
BAIAP2-AS1,TCL1A
BAIAP2-AS1,TRAM2-AS1
BCAN,CHST13
BCAN,NLGN3
BCAN,VCAN
BEND2,CEBPD
BEND2,CREB5
BEND2,ID1
BEND2,JOSD2
BEND2,PBX1
BEND2,SATB2
BEND2,ST5
BLVRB,CYB561A3
BMP6,ECM1
BMP6,EREG
BMP6,FGFBP2
BMP6,GP6
BMP6,IGFBP7
BMP6,LEFTY1
BMP6,NODAL
BMP6,PDGFA
BMP6,PDGFRA
BMP6,RBPMS2
BMP6,TSC22D1
BPI,PPBP
BST1,CD79A
BST1,CD79B
BST1,STAB1
C10orf11,LEMD3
C15orf26,C1orf222
C15orf26,CCDC149
C15orf26,CDKN1A
C15orf26,CYP1B1-AS1
C15orf26,KIAA1257
C15orf26,LY6G6F
C15orf26,MAFG
C15orf26,PPFIA4
C15orf38,FXYD6
C15orf38,STX16-NPEPL1
C17orf96,C8orf88
C17orf96,EHD3
C17orf96,HLX
C17orf96,KAT2B
C17orf96,L3MBTL4
C17orf96,TFAP2E
C19orf33,C19orf44
C19orf33,FES
C19orf33,FOLR2
C19orf33,FOLR3
C19orf33,S100A8
C19orf33,S100A9
C19orf33,ZFHX3
C19orf44,CCDC149
C19orf44,CDKN1A
C19orf44,CYP1B1-AS1
C19orf44,KIAA1257
C19orf44,LINC00671
C19orf44,LINC00677
C19orf44,LINC00853
C19orf44,LINC00926
C19orf44,LINC00937
C19orf44,LINC00968
C19orf44,LINC00989
C19orf44,LY6G6F
C19orf44,SAT1
C19orf59,CD151
C19orf59,CD1A
C19orf59,CD74
C19orf59,CLEC10A
C19orf59,CLEC4C
C19orf59,CLEC4E
C19orf59,CMTM5
C19orf59,PNMT
C19orf59,TMEM176A
C19orf59,TMEM176B
C1QA,C1QB
C1QA,C1QC
C1QA,C1S
C1QA,SERPING1
C1QB,C1QC
C1QB,C1S
C1QB,SERPING1
C1QC,C1S
C1QC,FCN1
C1QC,SERPING1
C1S,CFP
C1S,CTSA
C1S,CTSS
C1S,GZMB
C1S,GZMH
C1S,PC
C1S,PCSK6
C1S,PRSS1
C1S,PRSS23
C1S,PRSS3
C1S,PRSS57
C1S,SERPINA1
C1S,SERPINE1
C1S,SERPING1
C1S,SIGLEC1
C1S,ST14
C1orf111,CATSPER1
C1orf111,NKG7
C1orf111,SAMD14
C1orf111,SLC46A2
C1orf111,SPDYC
C1orf111,SYCE3
C1orf111,TDRD9
C1orf115,IQCD
C1orf222,CCDC135
C1orf222,EHBP1L1
C1orf222,KIAA1257
C1orf222,KIAA1467
C1orf222,SAMD14
C22orf43,CDKN1A
C22orf43,DNAH7
C22orf43,GPR133
C22orf43,HCAR1
C22orf43,MROH1
C22orf43,RUVBL1-AS1
C22orf43,S1PR5
C22orf43,SAT1
C22orf43,SHROOM1
C2orf48,RBMS3
C2orf48,RBPMS2
C2orf88,C8orf88
C2orf88,CCNJL
C2orf88,EFHD2
C2orf88,FAM212B
C2orf88,FKBP9
C2orf88,GPR63
C2orf88,KIAA0513
C2orf88,KIAA1467
C2orf88,LRRC3DN
C2orf88,LYPD2
C2orf88,MAK
C2orf88,MAPK8IP2
C2orf88,MIDN
C2orf88,NKG7
C2orf88,OGFRL1
C2orf88,PIP5K1B
C2orf88,PRKAR2B
C2orf88,RAB32
C2orf88,RAB44
C2orf88,RAPGEFL1
C2orf88,RFPL4A
C2orf88,SDPR
C2orf88,SH3BGRL2
C2orf88,SH3BP5L
C2orf88,SLC46A2
C2orf88,SNX24
C2orf88,SPDYC
C2orf88,TNS3
C2orf88,TTC7B
C2orf88,VEPH1
C6orf25,CD151
C6orf25,CD1A
C6orf25,CD300A
C6orf25,CD68
C6orf25,CD74
C6orf25,CD79A
C6orf25,CD79B
C6orf25,CD93
C6orf25,CLEC4G
C6orf25,CTB-61M7.2
C6orf25,FCAR
C6orf25,FCGR1A
C6orf25,FCGR3A
C6orf25,GNG11
C6orf25,GP1BA
C6orf25,GP6
C6orf25,GP9
C6orf25,GZMH
C6orf25,IGLL5
C6orf25,IGSF6
C6orf25,ISG15
C6orf25,KIR3DL2
C6orf25,LAIR2
C6orf25,LILRA4
C6orf25,LILRB4
C6orf25,LILRB5
C6orf25,MFI2
C6orf25,MMD
C6orf25,MPEG1
C6orf25,MPP3
C6orf25,MS4A1
C6orf25,MS4A6A
C6orf25,PNMT
C6orf25,PVRL2
C6orf25,SEMA3C
C6orf25,SIGLEC1
C6orf25,SIGLEC12
C6orf25,SIRPB2
C6orf25,ST3GAL6
C6orf25,TMPRSS13
C6orf25,TYROBP
C6orf25,VPREB1
C6orf25,VSIG4
C8orf88,CAND2
C8orf88,CTDSPL
C8orf88,CUEDC1
C8orf88,CYB561A3
C8orf88,ELF3
C8orf88,FAM127C
C8orf88,FAM46B
C8orf88,FKBP9
C8orf88,IER2
C8orf88,IRF8
C8orf88,KIF15
C8orf88,L3MBTL4
C8orf88,MIDN
C8orf88,RFPL4A
C8orf88,RFX8
C8orf88,RNF175
C8orf88,SH3BP5L
C8orf88,TDRD9
C8orf88,TFAP2E
C8orf88,TRIM45
C8orf88,TRIM58
C8orf88,ZNF132
C8orf88,ZNF503
C8orf88,ZNF547
C8orf88,ZNF562
C9orf89,MAP3K7CL
CABP5,CACNA1H
CABP5,CALD1
CABP5,CATSPER1
CABP5,EPDR1
CABP5,FKBP9
CABP5,GUCY2D
CABP5,INPP5A
CABP5,NCS1
CABP5,PARVB
CABP5,PRKCDBP
CABP5,RBP7
CABP5,RCVRN
CABP5,S100A12
CABP5,S100A6
CABP5,S100B
CABP5,SDPR
CACNA1H,CALD1
CACNA1H,CATSPER1
CACNA1H,CHRNA2
CACNA1H,CLCN4
CACNA1H,ENKUR
CACNA1H,FAM26F
CACNA1H,GRIN2C
CACNA1H,HCN3
CACNA1H,HVCN1
CACNA1H,KCNA5
CACNA1H,KCNE3
CACNA1H,KCNG2
CACNA1H,KCNH8
CACNA1H,KCNK1
CACNA1H,KCNK17
CACNA1H,NCS1
CACNA1H,SCN1B
CACNA1H,SCN9A
CACNA1H,SDPR
CACNA1H,SLC17A9
CACNA1H,SLC1A3
CACNA1H,SLC32A1
CACNA1H,SLC8A3
CACNA1H,TNNT1
CACNA1H,TRPM4
CALD1,DYSF
CALD1,FAM26F
CALD1,GSN
CALD1,MYL9
CALD1,MYLK
CALD1,MYO7A
CALD1,NCS1
CALD1,PPP1R14A
CALD1,SAMD14
CALD1,SDPR
CALD1,SLC8A3
CALD1,TNNC2
CALD1,TNNT1
CALD1,TNS1
CALD1,TPD52L1
CALD1,TPM1
CALD1,TPM2
CALD1,TPM4
CALD1,VIL1
CAND2,CUEDC1
CAND2,FAM46B
CAND2,JDP2
CAND2,RFPL4A
CAND2,SPDYC
CAND2,TFAP2E
CAND2,TRIM45
CAND2,ZNF562
CAPG,M1AP
CAST,CNRIP1
CAST,EPDR1
CAST,FADS2
CAST,GRAP2
CAST,HOMER3
CAST,IQSEC2
CAST,NRG1
CAST,RAB11FIP1
CAST,RAB13
CAST,RAB32
CAST,RAB44
CAST,RAB9B
CAST,RASGRP4
CAST,RASSF4
CAST,RUSC2
CAST,SDPR
CATSPER1,NCS1
CATSPER1,SLC8A3
CBLN3,CCDC149
CBLN3,CD300LB
CBLN3,CLEC1B
CBLN3,CLNK
CBLN3,CYP1B1-AS1
CBLN3,HK3
CBLN3,IRX3
CBLN3,LY6G6F
CBLN3,PLXNB2
CBLN3,RUVBL1-AS1
CBLN3,SAT1
CBLN3,SLC24A3
CBLN3,TCL1A
CCDC135,KIAA0513
CCDC135,TDRD9
CCDC135,TDRP
CCDC149,CCDC153
CCDC149,CCDC170
CCDC149,CCDC24
CCDC149,CCND2-AS1
CCDC149,CDKN1A
CCDC149,CLEC1B
CCDC149,DNAH7
CCDC149,KIAA1257
CCDC149,LINC00671
CCDC149,LINC00677
CCDC149,LINC00853
CCDC149,LINC00926
CCDC149,LINC00937
CCDC149,LINC00968
CCDC149,LINC00989
CCDC149,LINC01036
CCDC149,SAT1
CCDC149,SLC25A35
CCDC149,TCL1A
CCDC153,CUEDC1
CCDC153,ZCCHC24
CCL3,CCL4
CCL3,CCL5
CCL3,CCR10
CCL3,CCR8
CCL3,CD163
CCL3,CD68
CCL3,CD74
CCL3,CD93
CCL3,CLEC10A
CCL3,CLEC4C
CCL3,CLEC4D
CCL3,CLEC4E
CCL3,CLEC4G
CCL3,CLEC5A
CCL3,CXCL10
CCL3,CXCL3
CCL3,CXCL5
CCL3,CXCR2
CCL3,IL17A
CCL3,IL17RA
CCL3,IL1B
CCL3,IL1RN
CCL3,IL32
CCL3,IL3RA
CCL3,MARCO
CCL3,SIGLEC1
CCL3,TLR6
CCL3,TLR8
CCL3,XCL1
CCL3,XCL2
CCL4,CCL5
CCL4,CCR10
CCL4,CCR8
CCL4,CD74
CCL4,CLEC4E
CCL4,CXCL10
CCL4,CXCL3
CCL4,CXCL5
CCL4,CXCR2
CCL4,IL17A
CCL4,IL32
CCL4,PF4V1
CCL4,XCL1
CCL4,XCL2
CCL5,CCR10
CCL5,CCR8
CCL5,CD74
CCL5,CLEC10A
CCL5,CLEC4C
CCL5,CLEC4D
CCL5,CLEC4E
CCL5,CLEC4G
CCL5,CLEC5A
CCL5,CMTM5
CCL5,CXCL10
CCL5,CXCL3
CCL5,CXCL5
CCL5,CXCR2
CCL5,HCK
CCL5,IL17A
CCL5,PF4
CCL5,XCL1
CCL5,XCL2
CCND2-AS1,CDKN1A
CCND2-AS1,CYP1B1-AS1
CCND2-AS1,FAM212B-AS1
CCND2-AS1,GRM7-AS1
CCND2-AS1,HHIP-AS1
CCND2-AS1,IDH1-AS1
CCND2-AS1,LINC00936
CCND2-AS1,MPRIP-AS1
CCND2-AS1,NEXN-AS1
CCND2-AS1,PRRT3-AS1
CCND2-AS1,RUVBL1-AS1
CCND2-AS1,TCL1A
CCND2-AS1,TRAM2-AS1
CCNJL,CDKN2B
CCNJL,CTDSPL
CCNJL,MIDN
CCNJL,SH3BP5L
CCNJL,SPDYC
CCNJL,SYCE3
CCNJL,TCL1B
CCNJL,TNS3
CCNJL,ZNF132
CCNJL,ZNF503
CCNJL,ZNF547
CCNJL,ZNF562
CCR10,CCR8
CCR10,CLEC10A
CCR10,CLEC4C
CCR10,CLEC4D
CCR10,CLEC4E
CCR10,CLEC4G
CCR10,CLEC5A
CCR10,CXCL10
CCR10,CXCL3
CCR10,CXCL5
CCR10,CXCR2
CCR10,GRK4
CCR10,HCK
CCR10,XCL1
CCR10,XCL2
CCR8,CD163
CCR8,CD1A
CCR8,CD68
CCR8,CD74
CCR8,CLEC4C
CCR8,CLEC4E
CCR8,CLEC4G
CCR8,CMTM2
CCR8,CMTM5
CCR8,CXCL10
CCR8,CXCL3
CCR8,CXCL5
CCR8,CXCR2
CCR8,IL17RA
CCR8,IL32
CCR8,IL3RA
CCR8,LILRB4
CCR8,MARCO
CCR8,PTCRA
CCR8,TLR6
CCR8,TLR8
CCR8,TREM1
CCR8,XCL1
CCR8,XCL2
CD151,CD160
CD151,CD1A
CD151,CD207
CD151,CD300A
CD151,CD300E
CD151,CD36
CD151,CD68
CD151,CD74
CD151,CD9
CD151,CD93
CD151,CDC42EP1
CD151,CLDN23
CD151,CLDN5
CD151,CLEC10A
CD151,CLEC4C
CD151,CLEC4D
CD151,CLEC4E
CD151,CLEC4G
CD151,CLEC5A
CD151,CMTM5
CD151,CTTN
CD151,DLG5
CD151,DOCK1
CD151,DOCK5
CD151,ENTPD1
CD151,EPDR1
CD151,EPHB2
CD151,ESAM
CD151,GNG11
CD151,GP6
CD151,HOMER3
CD151,HP
CD151,IGSF6
CD151,ILK
CD151,ISG15
CD151,ITGB3
CD151,ITGB5
CD151,ITSN1
CD151,JAM3
CD151,LGALS2
CD151,LGALS3
CD151,LIMS1
CD151,MFI2
CD151,MPP3
CD151,MS4A1
CD151,MS4A6A
CD151,MS4A7
CD151,NRG1
CD151,NRP2
CD151,PCDH1
CD151,PCSK6
CD151,PDGFC
CD151,PDZD2
CD151,PNMT
CD151,PTPN14
CD151,PTPRN
CD151,PVRL2
CD151,RAB11FIP1
CD151,RAB13
CD151,S100A12
CD151,S100A6
CD151,S100A8
CD151,S100A9
CD151,S100B
CD151,SASH1
CD151,SDC3
CD151,SEMA3C
CD151,SIGLEC1
CD151,SIGLEC12
CD151,SIGLEC15
CD151,SIRPA
CD151,SLC17A9
CD151,SLC46A2
CD151,ST14
CD151,ST3GAL6
CD151,STAB1
CD151,TLN1
CD151,TMEM150B
CD151,TMEM8B
CD151,TMPRSS13
CD151,TNFSF4
CD151,TNS1
CD151,TPD52L1
CD151,TYROBP
CD160,CD163
CD160,CD1A
CD160,CD207
CD160,CD300A
CD160,CD300E
CD160,CD68
CD160,CD93
CD160,GZMA
CD160,KIR3DL2
CD160,KLRB1
CD160,KLRC1
CD160,KLRD1
CD163,CD1A
CD163,CD207
CD163,CD36
CD163,CD68
CD163,CD74
CD163,CD93
CD163,CLEC4G
CD163,CSF3R
CD163,CTB-61M7.2
CD163,CXCR2
CD163,FCAR
CD163,FCGR1A
CD163,FCGR3A
CD163,FPR1
CD163,HCK
CD163,MARCO
CD163,MMD
CD163,SCARF1
CD163,SIGLEC1
CD163,SIGLEC12
CD163,STAB1
CD1A,CD207
CD1A,CD300A
CD1A,CD300E
CD1A,CD36
CD1A,CD68
CD1A,CD74
CD1A,CD79A
CD1A,CD9
CD1A,CD93
CD1A,CLEC10A
CD1A,CLEC4C
CD1A,CLEC4D
CD1A,CLEC4E
CD1A,CLEC4G
CD1A,CLEC5A
CD1A,CTB-61M7.2
CD1A,DLG5
CD1A,EPDR1
CD1A,EPHB2
CD1A,FCAR
CD1A,FCGR1A
CD1A,GP9
CD1A,HLA-DMA
CD1A,HLA-DPA1
CD1A,HLA-DQA1
CD1A,HLA-DQA2
CD1A,HLA-DRB5
CD1A,LGALS2
CD1A,LGALS3
CD1A,MS4A1
CD1A,MS4A6A
CD1A,PCDH1
CD1A,PNMT
CD1A,PVRL2
CD1A,SIGLEC1
CD1A,SIGLEC12
CD1A,ST3GAL6
CD1A,STAB1
CD207,CD68
CD207,CD74
CD207,CD93
CD207,CLEC10A
CD207,CLEC4C
CD207,CLEC4D
CD207,CLEC4E
CD207,CLEC4G
CD207,CLEC5A
CD207,FCER2
CD207,ISG15
CD207,LAIR2
CD207,LGALS2
CD207,LGALS3
CD207,LILRA4
CD207,LILRB4
CD207,LILRB5
CD207,PNMT
CD207,PVRL2
CD207,SIGLEC1
CD300A,CD300E
CD300A,CD300LB
CD300A,CD68
CD300A,CD74
CD300A,CD79A
CD300A,CD79B
CD300A,CD9
CD300A,CD93
CD300A,CLEC10A
CD300A,CLEC4D
CD300A,CTB-61M7.2
CD300A,FCAR
CD300A,FCGR1A
CD300A,FCGR3A
CD300A,LILRA4
CD300A,MS4A1
CD300E,CD300LB
CD300E,CD36
CD300E,CD68
CD300E,CD74
CD300E,CD9
CD300E,CD93
CD300E,IL32
CD300E,MFI2
CD300E,TYROBP
CD300LB,CDKN1A
CD300LB,CLEC1B
CD300LB,KIAA0125
CD36,CD68
CD36,CD74
CD36,CD9
CD36,CD93
CD36,CFP
CD36,CLEC10A
CD36,CLEC4C
CD36,CLEC4D
CD36,CLEC4E
CD36,CLEC4G
CD36,CLEC5A
CD36,EPDR1
CD36,GP1BA
CD36,GP6
CD36,GP9
CD36,HSPG2
CD36,ITGA2B
CD36,PC
CD36,PCDH1
CD36,PDGFC
CD36,PF4
CD36,PF4V1
CD36,PLA2G7
CD36,SCARF1
CD36,SERPING1
CD36,SIGLEC1
CD36,SIGLEC12
CD36,ST3GAL6
CD36,STAB1
CD36,THBS1
CD36,VWF
CD68,CD74
CD68,CD9
CD68,CD93
CD68,CFP
CD68,CLEC10A
CD68,CLEC4C
CD68,CLEC4D
CD68,CLEC4E
CD68,CLEC4F
CD68,CLEC4G
CD68,CLEC5A
CD68,CTB-61M7.2
CD68,CXCR2
CD68,DLG5
CD68,EPDR1
CD68,FCAR
CD68,FCGR3A
CD68,FPR1
CD68,GNG11
CD68,GNLY
CD68,GP6
CD68,GP9
CD68,IL32
CD68,ISG15
CD68,KLRB1
CD68,KLRC1
CD68,LAIR2
CD68,LGALS12
CD68,LGALS2
CD68,LGALS3
CD68,MARCO
CD68,MFI2
CD68,MMD
CD68,MS4A1
CD68,MS4A6A
CD68,PNMT
CD68,PVRL2
CD68,SCARF1
CD68,SIGLEC1
CD68,SIGLEC12
CD68,ST3GAL6
CD68,STAB1
CD68,TLR6
CD68,TLR8
CD68,TMEM150B
CD68,TNFSF4
CD68,TREM1
CD68,TYROBP
CD74,CD79A
CD74,CD79B
CD74,CD9
CD74,CD93
CD74,CFP
CD74,CLEC10A
CD74,CLEC4C
CD74,CLEC4D
CD74,CLEC4E
CD74,CLEC4G
CD74,CLEC5A
CD74,CLU
CD74,CMTM5
CD74,CSF3R
CD74,CTB-61M7.2
CD74,CTSS
CD74,CXCR2
CD74,DNAJC1
CD74,DOCK5
CD74,FCAR
CD74,FCER2
CD74,FCGR1A
CD74,FCGR3A
CD74,GZMB
CD74,GZMH
CD74,HLA-DQA2
CD74,HOMER3
CD74,IFI30
CD74,IL17A
CD74,IL17RA
CD74,IL1RN
CD74,IL32
CD74,IL3RA
CD74,ISG15
CD74,ITM2C
CD74,ITSN1
CD74,KIF13A
CD74,LAIR2
CD74,LIF
